claim_type,claim_amount,fraudulent,coverage,deductible,townsize,gender,edcat,job_start_date,retire,income,marital
Theft/Vandalism,14.168,No,236,1000,"10,000-49,999",Male,College degree,3/22/94,No,152,Unmarried
Water damage,30.59,No,497,1000,"> 250,000",Female,Did not complete high school,3/6/96,No,33,Unmarried
Fire/Smoke,185.916,No,523,2000,"> 250,000",Female,Some college,11/18/07,No,63,Unmarried
Fire/Smoke,370,No,370,1000,"10,000-49,999",Female,College degree,12/5/97,No,158,Married
Water damage,17.763,No,138,2000,"10,000-49,999",Female,High school degree,12/6/04,No,33,Married
Fire/Smoke,252,No,252,2000,"< 2,500",Female,Did not complete high school,12/20/87,No,90,Unmarried
Wind/Hail,68.37,No,445,2000,"10,000-49,999",Female,College degree,7/5/94,No,162,Married
Water damage,6.727,No,90,1000,"2,500-9,999",Male,Post-undergraduate degree,5/27/03,No,57,Married
Contamination,505,No,505,1000,"2,500-9,999",Male,Some college,5/22/03,No,96,Unmarried
Wind/Hail,19.629,No,219,1000,"50,000-249,999",Male,College degree,6/3/02,No,47,Married
Theft/Vandalism,5.332,No,261,1000,"10,000-49,999",Male,College degree,8/30/87,No,112,Married
Water damage,29.939,No,109,1000,"> 250,000",Female,High school degree,1/18/08,No,27,Unmarried
Theft/Vandalism,17.295,No,271,1000,"50,000-249,999",Male,High school degree,11/23/99,No,67,Married
Fire/Smoke,145.857,No,360,3000,"> 250,000",Female,College degree,2/20/94,No,89,Married
Theft/Vandalism,3.892,No,104,1000,"> 250,000",Male,Did not complete high school,12/16/99,Yes,10,Married
Theft/Vandalism,56.61285,Yes,907,3000,"< 2,500",Female,College degree,4/11/07,No,57,Married
Water damage,7.411,No,79,1000,"50,000-249,999",Female,College degree,3/8/08,No,30,Married
Theft/Vandalism,17.784,No,322,1000,"> 250,000",Male,Some college,1/3/97,No,41,Married
Wind/Hail,6.759,No,101,1000,"2,500-9,999",Male,High school degree,10/1/85,No,58,Married
Fire/Smoke,99,No,99,200,"50,000-249,999",Male,High school degree,10/15/06,Yes,9,Married
Wind/Hail,11.3715,Yes,221,1000,"2,500-9,999",Female,College degree,11/24/08,No,50,Unmarried
Water damage,39.735,No,136,500,"2,500-9,999",Male,High school degree,10/31/89,No,58,Married
Fire/Smoke,90.947,No,234,500,"2,500-9,999",Female,Did not complete high school,3/23/05,No,28,Unmarried
Fire/Smoke,81.252,No,197,500,"50,000-249,999",Male,Did not complete high school,2/24/05,No,36,Unmarried
Theft/Vandalism,6.234,No,144,1000,"2,500-9,999",Male,Did not complete high school,1/21/80,No,128,Married
Theft/Vandalism,6.48165,Yes,100,3000,"> 250,000",Female,Some college,3/19/07,No,28,Unmarried
Fire/Smoke,281.936,No,700,2000,"2,500-9,999",Male,College degree,5/9/94,No,94,Unmarried
Theft/Vandalism,11.982,No,226,1000,"10,000-49,999",Female,Post-undergraduate degree,2/25/94,No,55,Married
Water damage,15.513,No,125,500,"> 250,000",Male,Some college,10/15/06,No,25,Unmarried
Wind/Hail,21.079,No,553,1000,"< 2,500",Female,College degree,2/16/95,No,215,Married
Water damage,16.789,No,61,1000,"2,500-9,999",Female,Did not complete high school,8/17/05,No,35,Unmarried
Fire/Smoke,93,No,93,500,"< 2,500",Female,Some college,1/17/08,No,19,Married
Theft/Vandalism,17.765,No,408,3000,"< 2,500",Male,College degree,7/18/07,No,40,Married
Wind/Hail,11.93,No,169,3000,"< 2,500",Male,High school degree,6/22/90,No,64,Married
Water damage,309.57465,Yes,1002,3000,"> 250,000",Female,High school degree,12/24/94,No,108,Unmarried
Contamination,199,No,199,2000,"2,500-9,999",Male,Some college,3/11/03,No,58,Married
Theft/Vandalism,22.531,No,188,1000,"> 250,000",Female,Did not complete high school,11/6/00,No,40,Married
Fire/Smoke,122,Yes,122,1000,"> 250,000",Male,High school degree,2/3/91,No,75,Unmarried
Theft/Vandalism,10.526,No,175,1000,"50,000-249,999",Female,High school degree,2/16/99,No,54,Unmarried
Wind/Hail,103.169,No,1764,3000,"< 2,500",Female,High school degree,9/23/81,No,241,Married
Water damage,18.619,No,116,1000,"10,000-49,999",Male,Did not complete high school,7/8/85,No,77,Unmarried
Contamination,296,No,296,3000,"10,000-49,999",Male,Some college,2/18/04,No,80,Unmarried
Wind/Hail,17.644,No,280,3000,"50,000-249,999",Male,College degree,5/12/02,No,91,Married
Wind/Hail,15.089,No,336,2000,"> 250,000",Male,College degree,4/14/98,No,53,Unmarried
Theft/Vandalism,23.849,No,526,3000,"> 250,000",Female,Post-undergraduate degree,9/6/05,No,236,Unmarried
Water damage,10.85,No,108,1000,"10,000-49,999",Female,Did not complete high school,8/31/95,Yes,39,Unmarried
Fire/Smoke,415.619,No,1049,3000,"10,000-49,999",Female,High school degree,7/18/00,No,112,Unmarried
Wind/Hail,16.151,No,278,1000,"2,500-9,999",Male,Did not complete high school,3/28/01,No,48,Unmarried
Water damage,16.726,No,177,1000,"50,000-249,999",Male,College degree,7/31/99,No,39,Unmarried
Theft/Vandalism,2.584,No,65,1000,"> 250,000",Male,Did not complete high school,12/26/07,No,19,Married
Water damage,16.145,No,161,1000,"2,500-9,999",Female,High school degree,2/18/06,No,43,Married
Theft/Vandalism,27.261,No,471,3000,"50,000-249,999",Male,Some college,5/6/00,No,40,Unmarried
Wind/Hail,14.476,No,239,1000,"10,000-49,999",Male,Some college,12/24/08,No,25,Unmarried
Wind/Hail,26.059,No,467,3000,"50,000-249,999",Male,College degree,6/18/93,No,95,Married
Theft/Vandalism,3.573,No,130,500,"< 2,500",Male,High school degree,10/14/08,No,38,Married
Contamination,249.837,No,615,3000,"50,000-249,999",Female,High school degree,7/1/96,No,58,Unmarried
Contamination,72.945,No,205,1000,"10,000-49,999",Female,High school degree,10/28/06,No,26,Unmarried
Theft/Vandalism,14.258,No,199,1000,"> 250,000",Male,College degree,2/1/03,No,68,Married
Wind/Hail,4.406,No,68,1000,"2,500-9,999",Male,Some college,12/30/07,No,25,Married
Theft/Vandalism,5.257,No,91,1000,"2,500-9,999",Female,College degree,8/21/08,No,35,Unmarried
Wind/Hail,6.573,No,117,3000,"< 2,500",Male,High school degree,7/29/91,Yes,22,Married
Water damage,8.256,No,113,2000,"> 250,000",Male,Did not complete high school,10/2/07,No,22,Married
Wind/Hail,13.654,No,157,1000,"10,000-49,999",Male,High school degree,9/19/04,No,22,Unmarried
Water damage,28.93,No,219,3000,"50,000-249,999",Male,Post-undergraduate degree,3/21/03,No,47,Married
Wind/Hail,20.76585,Yes,413,2000,"10,000-49,999",Female,Post-undergraduate degree,11/7/08,No,126,Unmarried
Fire/Smoke,89.902,No,233,3000,"50,000-249,999",Male,Some college,11/2/08,No,47,Married
Fire/Smoke,53.592,No,135,3000,"> 250,000",Female,High school degree,11/12/07,No,47,Married
Contamination,33.119,No,94,1000,"50,000-249,999",Female,High school degree,6/5/00,No,94,Unmarried
Water damage,4.496,No,55,2000,"2,500-9,999",Male,High school degree,10/8/84,Yes,15,Married
Theft/Vandalism,21.283,No,497,3000,"10,000-49,999",Male,Post-undergraduate degree,12/16/02,No,64,Married
Theft/Vandalism,4.04565,Yes,67,1000,"< 2,500",Female,High school degree,9/25/05,No,40,Unmarried
Water damage,48.906,No,411,2000,"2,500-9,999",Female,High school degree,7/19/82,No,82,Unmarried
Theft/Vandalism,2.05,No,72,1000,"2,500-9,999",Male,Some college,9/27/05,No,38,Unmarried
Water damage,11.512,No,137,1000,"< 2,500",Male,High school degree,5/1/07,No,29,Unmarried
Contamination,738,No,738,2000,"2,500-9,999",Male,College degree,6/16/94,No,81,Married
Fire/Smoke,55.801,No,112,1000,"> 250,000",Female,High school degree,2/26/93,No,44,Unmarried
Contamination,29.86,No,80,500,"2,500-9,999",Male,College degree,9/1/08,No,20,Unmarried
Fire/Smoke,103,Yes,103,3000,"50,000-249,999",Male,College degree,1/27/01,Yes,24,Unmarried
Wind/Hail,16.38,No,225,1000,"> 250,000",Male,High school degree,8/5/02,No,58,Unmarried
Fire/Smoke,40.512,No,102,1000,"< 2,500",Female,Did not complete high school,4/27/01,No,28,Married
Wind/Hail,4.502,No,174,1000,"10,000-49,999",Female,Did not complete high school,10/22/83,No,63,Married
Theft/Vandalism,5.669,No,76,1000,"50,000-249,999",Female,High school degree,8/12/08,No,17,Married
Water damage,12.12,No,95,500,"< 2,500",Female,Post-undergraduate degree,5/20/05,No,46,Unmarried
Water damage,82.543,No,741,3000,"> 250,000",Male,Some college,9/13/88,No,173,Unmarried
Wind/Hail,11.568,No,181,2000,"50,000-249,999",Female,Some college,7/19/05,No,47,Married
Wind/Hail,7.41405,Yes,117,1000,"10,000-49,999",Male,High school degree,3/26/08,No,11,Unmarried
Theft/Vandalism,39.328,No,741,3000,"50,000-249,999",Male,High school degree,8/17/02,No,44,Unmarried
Water damage,12.783,No,164,1000,"2,500-9,999",Male,College degree,4/24/93,No,82,Married
Theft/Vandalism,27.448,No,641,2000,"> 250,000",Male,High school degree,12/18/97,No,102,Unmarried
Fire/Smoke,1523.281,No,3603,3000,"50,000-249,999",Male,Did not complete high school,2/26/80,No,293,Unmarried
Wind/Hail,167.533,No,1052,3000,"50,000-249,999",Male,Post-undergraduate degree,5/26/98,No,44,Married
Water damage,98.745,No,891,1000,"50,000-249,999",Female,Did not complete high school,3/9/61,Yes,20,Married
Theft/Vandalism,12.096,Yes,289,1000,"10,000-49,999",Male,High school degree,4/25/87,No,99,Married
Wind/Hail,10.733,No,315,2000,"50,000-249,999",Male,College degree,3/28/07,No,24,Married
Theft/Vandalism,32.86605,Yes,569,2000,"10,000-49,999",Female,College degree,8/11/95,No,97,Married
Contamination,105.595,No,253,2000,"< 2,500",Female,High school degree,10/21/02,No,42,Married
Fire/Smoke,49.13,No,138,1000,"10,000-49,999",Female,Some college,3/1/08,No,46,Unmarried
Fire/Smoke,275,No,275,500,"10,000-49,999",Male,Some college,10/26/99,No,50,Unmarried
Theft/Vandalism,10.11675,Yes,201,1000,"< 2,500",Male,College degree,3/23/06,No,36,Married
Theft/Vandalism,11.234,No,349,1000,"> 250,000",Female,High school degree,1/13/03,No,52,Married
Wind/Hail,23.285,No,415,2000,"< 2,500",Female,Did not complete high school,11/21/05,No,45,Unmarried
Fire/Smoke,45.0513,Yes,96,1000,"10,000-49,999",Female,Some college,11/20/98,No,28,Unmarried
Theft/Vandalism,12.269,No,204,2000,"> 250,000",Female,High school degree,2/27/08,No,25,Unmarried
Wind/Hail,6.298,No,88,2000,"> 250,000",Female,High school degree,1/14/05,No,56,Married
Wind/Hail,5.655,No,144,2000,"50,000-249,999",Female,College degree,9/15/04,No,64,Unmarried
Fire/Smoke,133.68,No,342,1000,"> 250,000",Male,Did not complete high school,6/21/02,No,27,Married
Fire/Smoke,36.9054,Yes,63,1000,"50,000-249,999",Male,High school degree,10/5/08,No,22,Unmarried
Fire/Smoke,152,No,152,1000,"< 2,500",Male,Post-undergraduate degree,7/3/04,No,59,Unmarried
Fire/Smoke,52.081,No,125,3000,"> 250,000",Male,College degree,2/2/06,No,50,Unmarried
Theft/Vandalism,4.047,No,188,1000,"50,000-249,999",Male,Some college,3/23/81,Yes,24,Married
Wind/Hail,6.061,No,71,1000,"2,500-9,999",Female,High school degree,5/4/00,Yes,18,Married
Wind/Hail,7.122,No,124,2000,"50,000-249,999",Female,Some college,7/13/04,No,42,Unmarried
Fire/Smoke,743,No,743,2000,"> 250,000",Male,Post-undergraduate degree,12/24/95,No,572,Unmarried
Fire/Smoke,77,No,77,2000,"2,500-9,999",Male,Post-undergraduate degree,7/18/85,No,95,Unmarried
Fire/Smoke,62.032,No,143,3000,"2,500-9,999",Male,High school degree,4/21/89,No,96,Married
Contamination,79,No,79,1000,"10,000-49,999",Male,College degree,2/6/99,No,32,Married
Theft/Vandalism,32.031,No,635,3000,"10,000-49,999",Female,College degree,8/31/05,No,36,Unmarried
Contamination,63.928,No,149,1000,"< 2,500",Female,College degree,4/5/00,No,38,Married
Fire/Smoke,207,No,207,2000,"50,000-249,999",Male,Did not complete high school,3/27/03,No,25,Married
Theft/Vandalism,23.818,No,438,1000,"> 250,000",Female,Did not complete high school,11/15/94,No,133,Unmarried
Wind/Hail,2.755,No,67,3000,"50,000-249,999",Female,High school degree,4/27/02,Yes,10,Married
Theft/Vandalism,2.5977,Yes,66,500,"50,000-249,999",Male,Some college,3/12/07,No,25,Married
Fire/Smoke,61.724,No,138,3000,"2,500-9,999",Female,Did not complete high school,7/19/05,No,31,Married
Water damage,14.536,No,203,1000,"10,000-49,999",Female,Post-undergraduate degree,9/20/96,No,99,Married
Fire/Smoke,25.8363,Yes,69,500,"2,500-9,999",Male,Some college,4/23/07,No,29,Unmarried
Water damage,23.929,No,259,3000,"10,000-49,999",Female,Some college,9/6/99,No,40,Unmarried
Theft/Vandalism,28.7217,Yes,509,3000,"50,000-249,999",Male,College degree,12/20/93,No,56,Married
Fire/Smoke,41.937,No,104,1000,"2,500-9,999",Male,College degree,12/9/06,No,34,Married
Theft/Vandalism,8.934,No,151,3000,"< 2,500",Female,College degree,8/5/08,No,64,Unmarried
Water damage,206.741,No,1776,2000,"2,500-9,999",Male,Did not complete high school,11/12/89,No,66,Married
Contamination,109,No,109,1000,"2,500-9,999",Male,College degree,8/21/05,No,71,Unmarried
Theft/Vandalism,18.705,No,385,3000,"50,000-249,999",Female,Did not complete high school,3/16/84,No,110,Married
Theft/Vandalism,6.612,No,84,2000,"< 2,500",Male,Some college,10/5/06,No,33,Married
Wind/Hail,13.6059,Yes,227,1000,"< 2,500",Male,Did not complete high school,2/3/89,No,65,Married
Water damage,28.177,No,361,2000,"2,500-9,999",Female,College degree,8/17/08,No,44,Married
Theft/Vandalism,7.346,No,120,500,"> 250,000",Male,College degree,1/3/05,No,33,Married
Fire/Smoke,67.084,No,153,1000,"10,000-49,999",Female,High school degree,2/27/07,No,24,Unmarried
Wind/Hail,15.523,No,263,1000,"< 2,500",Female,High school degree,1/24/06,No,51,Unmarried
Water damage,67.409,No,699,1000,"< 2,500",Male,Some college,7/28/06,No,72,Unmarried
Wind/Hail,12.008,No,200,3000,"< 2,500",Male,Some college,9/20/07,No,29,Married
Theft/Vandalism,31.398,No,720,3000,"2,500-9,999",Male,Some college,7/20/08,No,48,Married
Fire/Smoke,579.606,No,1398,3000,"10,000-49,999",Male,College degree,2/25/88,No,233,Married
Wind/Hail,22.7766,Yes,420,3000,"> 250,000",Female,Some college,10/17/96,No,208,Married
Theft/Vandalism,6.16,No,94,500,"50,000-249,999",Male,High school degree,8/3/92,No,51,Married
Wind/Hail,8.501,No,121,1000,"10,000-49,999",Male,College degree,7/15/07,No,24,Unmarried
Contamination,71,No,71,500,"< 2,500",Male,High school degree,6/18/98,Yes,9,Unmarried
Wind/Hail,11.194,No,142,2000,"> 250,000",Male,High school degree,4/18/86,No,77,Married
Fire/Smoke,84.028,No,260,1000,"50,000-249,999",Female,College degree,6/20/02,No,52,Unmarried
Theft/Vandalism,2.381,No,96,2000,"50,000-249,999",Male,Did not complete high school,11/21/90,No,95,Unmarried
Fire/Smoke,72.935,No,151,1000,"2,500-9,999",Male,Post-undergraduate degree,5/14/06,No,48,Unmarried
Wind/Hail,4.9749,Yes,87,1000,"50,000-249,999",Male,High school degree,1/27/06,No,27,Unmarried
Water damage,38.167,No,479,3000,"50,000-249,999",Male,Some college,6/17/02,No,40,Married
Theft/Vandalism,3.484,No,75,1000,"50,000-249,999",Male,Some college,1/15/88,No,36,Married
Contamination,93,No,93,500,"10,000-49,999",Male,High school degree,6/1/98,No,25,Unmarried
Theft/Vandalism,5.919,No,61,500,"> 250,000",Female,Some college,5/13/01,No,29,Unmarried
Theft/Vandalism,21.558,No,428,1000,"50,000-249,999",Male,Did not complete high school,6/30/07,No,22,Married
Wind/Hail,3.595,No,138,2000,"< 2,500",Female,College degree,8/13/07,No,43,Married
Theft/Vandalism,7.303,No,124,500,"10,000-49,999",Female,High school degree,5/13/07,No,36,Unmarried
Contamination,63.651,No,188,3000,"50,000-249,999",Female,High school degree,9/4/08,No,20,Married
Contamination,144,No,144,1000,"10,000-49,999",Male,Did not complete high school,12/5/03,No,39,Unmarried
Wind/Hail,26.958,No,637,1000,"> 250,000",Female,High school degree,9/17/87,No,142,Married
Theft/Vandalism,3.167,No,78,500,"> 250,000",Male,Some college,2/20/93,No,38,Unmarried
Water damage,72.856,No,728,3000,"> 250,000",Male,College degree,5/26/02,No,120,Married
Theft/Vandalism,3.132,No,103,3000,"10,000-49,999",Male,Some college,8/4/08,No,14,Married
Wind/Hail,83.115,No,549,1000,"> 250,000",Male,College degree,2/8/01,No,142,Married
Fire/Smoke,111.985,No,292,3000,"> 250,000",Female,High school degree,9/8/91,No,133,Unmarried
Theft/Vandalism,3.144,No,72,2000,"50,000-249,999",Male,Some college,11/25/01,No,31,Unmarried
Wind/Hail,90.405,No,2075,3000,"< 2,500",Male,College degree,5/31/86,No,104,Married
Water damage,11.24,No,110,2000,"2,500-9,999",Female,High school degree,9/23/86,No,73,Unmarried
Fire/Smoke,90.72,No,253,2000,"2,500-9,999",Male,Did not complete high school,11/10/72,No,139,Married
Contamination,31.033,No,74,2000,"< 2,500",Female,College degree,8/10/08,No,25,Married
Theft/Vandalism,17.47,No,309,2000,"10,000-49,999",Female,High school degree,5/8/81,No,90,Unmarried
Water damage,32.246,No,281,3000,"10,000-49,999",Female,High school degree,2/12/96,No,41,Married
Water damage,57.22,No,485,2000,"10,000-49,999",Female,Post-undergraduate degree,4/22/08,No,23,Married
Fire/Smoke,182.631,No,455,3000,"10,000-49,999",Male,High school degree,11/11/07,No,41,Married
Fire/Smoke,84.5712,Yes,245,2000,"> 250,000",Female,Did not complete high school,9/27/72,No,167,Married
Fire/Smoke,425.716,No,1027,1000,"50,000-249,999",Female,Some college,8/1/76,No,102,Married
Wind/Hail,4.036,No,95,500,"50,000-249,999",Female,College degree,4/9/03,No,38,Married
Wind/Hail,16.435,No,332,2000,"10,000-49,999",Male,Some college,10/4/83,No,104,Unmarried
Wind/Hail,17.43,No,366,3000,"50,000-249,999",Female,High school degree,4/7/86,No,174,Married
Fire/Smoke,28.02,No,73,1000,"< 2,500",Female,High school degree,4/18/06,No,35,Married
Theft/Vandalism,44.60715,Yes,675,2000,"< 2,500",Male,Some college,1/29/08,No,42,Unmarried
Water damage,111.141,No,1131,3000,"10,000-49,999",Female,High school degree,11/11/00,No,66,Married
Water damage,18.228,No,182,1000,"50,000-249,999",Male,High school degree,3/25/05,No,49,Unmarried
Theft/Vandalism,34.986,No,781,3000,"10,000-49,999",Female,High school degree,4/25/04,No,40,Married
Contamination,41.082,No,96,1000,"10,000-49,999",Female,Post-undergraduate degree,7/8/01,No,67,Unmarried
Contamination,237,No,237,1000,"> 250,000",Female,Post-undergraduate degree,11/1/07,No,50,Married
Fire/Smoke,210.671,No,555,3000,"10,000-49,999",Male,High school degree,3/8/03,No,25,Married
Water damage,19.975,No,200,3000,"50,000-249,999",Male,College degree,12/23/06,No,104,Unmarried
Water damage,37.972,No,381,1000,"2,500-9,999",Female,Did not complete high school,10/20/97,No,100,Unmarried
Fire/Smoke,837,No,837,1000,"< 2,500",Female,Some college,3/19/04,No,76,Unmarried
Water damage,14.207,No,259,3000,"10,000-49,999",Male,College degree,5/31/71,Yes,93,Married
Theft/Vandalism,9.602,No,145,1000,"10,000-49,999",Female,Some college,5/10/04,No,33,Unmarried
Wind/Hail,10.794,No,150,500,"50,000-249,999",Male,High school degree,5/16/04,No,27,Unmarried
Contamination,94.5756,Yes,229,3000,"> 250,000",Male,College degree,1/13/97,No,76,Unmarried
Contamination,166.489,No,383,1000,"> 250,000",Female,Some college,4/2/08,No,27,Married
Wind/Hail,17,No,264,1000,"2,500-9,999",Male,Did not complete high school,8/30/94,No,35,Unmarried
Fire/Smoke,314.554,No,786,3000,"10,000-49,999",Male,College degree,3/17/94,No,75,Married
Water damage,29.757,No,102,500,"50,000-249,999",Female,Did not complete high school,1/29/07,No,25,Married
Water damage,25.001,No,183,3000,"50,000-249,999",Female,Some college,5/3/02,No,47,Married
Wind/Hail,29.147,No,555,1000,"> 250,000",Male,College degree,11/19/96,No,137,Married
Water damage,24.28,No,281,2000,"< 2,500",Female,College degree,4/11/07,No,111,Married
Theft/Vandalism,16.537,No,261,3000,"10,000-49,999",Male,Did not complete high school,1/23/79,Yes,40,Married
Theft/Vandalism,6.821,No,110,1000,"> 250,000",Male,College degree,4/26/06,No,27,Unmarried
Wind/Hail,5.962,No,98,1000,"50,000-249,999",Male,College degree,11/30/85,Yes,9,Married
Theft/Vandalism,50.585,No,997,2000,"10,000-49,999",Female,College degree,7/31/99,No,118,Married
